1,-0.66319,3.6607,7.5753
2,-0.53391,3.7685,8.0565
3,-0.40941,3.723,9.7755
4,-0.61052,3.3734,9.7229
5,-1.0391,2.9951,9.9838
6,-0.7829,3.7876,8.4946
7,-0.069432,4.391,8.5784
8,-0.65122,3.6536,9.6582
9,-2.3894,2.1404,9.6582
10,-1.063,3.2705,9.8066
11,-0.48124,4.4652,8.5258
12,0.043096,4.8387,8.1666
13,0.56503,5.1739,7.6495
14,-0.33998,4.0654,8.9495
15,-0.52433,3.5003,9.2751
16,-0.31843,4.2928,8.3151
17,-0.68235,4.0773,7.9009
18,-1.2881,3.7302,8.4443
19,-0.93134,3.7661,9.1411
20,-0.50997,4.0127,9.3254
21,-1.0319,3.8068,9.244
22,-1.482,3.2657,9.165
23,-0.84037,4.1372,9.4619
24,-0.63207,4.0989,8.837
25,-0.76614,4.0151,8.8202
26,-1.075,3.5817,8.6383
27,-0.54109,4.0175,9.4044
28,-0.74699,3.723,8.8992
29,-1.1109,3.5267,8.9495
30,-0.87388,3.8666,8.837
31,-0.31604,4.4365,8.7293
32,-0.99838,3.8786,8.26
33,-0.69911,3.948,8.7963
34,-0.1245,4.3,8.7747
35,-0.59855,4.1922,8.4036
36,-0.38068,3.9624,9.165
37,0.80206,3.7517,8.2001
38,0.1245,3.1699,7.7859
39,0.99838,3.5386,7.0677
40,1.8555,2.8132,7.0054
41,2.4397,3.0311,7.0725
42,2.1428,1.3815,6.9312
43,2.8994,1.9441,6.1794
44,1.8555,0.61292,4.9608
45,2.818,0.11732,7.2209
46,2.7031,-0.12929,8.3797
47,0.95529,-1.2761,7.6567
48,2.8156,-0.98641,7.434
49,5.6024,-0.062249,9.2081
50,5.9951,-0.42138,9.9264
51,6.0669,-1.1277,8.2552
52,8.679,-0.40941,11.092
53,10.769,0.30167,10.649
54,11.416,-0.27294,9.7229
55,12.069,-0.057461,6.4763
56,11.229,-0.6608,4.4269
57,13.269,-0.73023,7.3047
58,11.564,-2.7701,6.3494
59,9.1411,-3.0119,4.9321
60,6.1148,-3.6081,1.2905
61,5.7485,-3.6919,1.2905
62,6.936,-3.3567,1.98
63,5.8059,-4.2976,3.8427
64,1.336,-6.2728,4.3191
65,8.576,-2.6336,-2.7485
66,6.2608,-7.7093,1.142
67,15.665,-5.5617,13.503
68,7.0246,-5.1356,1.0678
69,4.6567,-7.1587,-0.56982
70,7.3191,-8.0134,-0.040701
71,3.9911,-12.459,7.7596
72,5.1499,-9.3039,1.4724
73,5.4037,-7.4579,0.96008
74,3.4405,-5.8299,2.6145
75,6.0573,-10.958,1.2665
76,3.4572,-8.1379,1.4317
77,4.7262,-8.4731,-0.48124
78,6.9168,-4.6759,1.992
79,2.4205,-12.732,0.46448
80,5.7844,-9.4978,2.3439
81,2.4804,-7.3167,-1.7957
82,2.0016,-8.2791,-0.50757
83,1.6688,-9.8043,-0.58418
84,0.14365,-11.521,-1.2474
85,0.83318,-10.326,1.0056
86,0.77333,-7.4795,1.4102
87,-1.2833,-7.2113,2.3846
88,-5.6575,-11.801,-2.5857
89,-1.1827,-10.343,1.5012
90,-1.6209,-10.362,-1.233
91,-2.9137,-12.886,-0.76854
92,-0.88825,-10.3,0.04549
93,-2.1165,-9.3134,-0.89543
94,-3.7206,-8.8131,-0.021548
95,-3.0167,-6.292,-0.069432
96,-3.0382,-6.7756,0.016759
97,-3.6152,-11.377,-0.23942
98,-2.1979,-10.865,0.84276
99,-3.9576,-10.922,1.0175
100,-4.9967,-8.9687,2.1332
101,-3.7709,-8.825,0.79248
102,-2.8826,-7.8578,1.3264
103,-4.4508,-9.4116,-0.047884
104,-3.3806,-11.794,0.25139
105,-3.1244,-10.245,0.31125
106,-3.9409,-9.7564,-0.48124
107,-3.4644,-8.4922,-0.28491
108,-1.992,-9.4691,-0.067038
109,0.059855,-9.8569,0.78051
110,-2.1117,-9.4595,0.2059
111,-3.2465,-9.7492,0.44772
112,-2.9449,-9.426,0.77572
113,-2.9281,-9.3972,0.92895
114,-2.8395,-9.572,0.826
115,-2.5235,-9.5074,0.78051
116,-2.4158,-9.4715,0.79487
117,-2.4325,-9.4595,0.69432
118,-2.3056,-9.4739,0.64883
119,-2.2338,-9.584,0.56503
120,-1.9632,-9.6534,0.43814
121,-1.7334,-9.7037,0.29688
122,-1.7717,-9.8306,0.31843
123,-2.1261,-9.8282,0.49799
124,-2.4325,-9.5098,0.69911
125,-2.6193,-9.3039,0.68714
126,-2.4421,-9.414,0.72784
127,-2.49,-9.5409,0.7015
128,-2.4684,-9.5696,0.60573
129,-2.32,-9.6391,0.26815
130,0.10056,-9.1866,1.1923
131,-2.2218,-9.6151,-0.20111
132,-2.2817,-9.4858,0.26336
133,-2.0854,-9.3877,0.52672
134,-2.4972,-9.5193,0.45969
135,-2.5857,-8.7628,1.6544
136,-1.0965,-9.7276,2.4636
137,-2.1907,-10.333,-0.84276
138,-4.1827,-9.8713,-0.31843
139,-2.1691,-9.5888,0.54109
