1,-1.1325,4.7357,7.513
2,-1.6688,4.525,6.5218
3,-1.6616,3.9648,8.3079
4,-1.1301,3.9169,9.3302
5,-0.4525,3.9792,8.327
6,-0.2466,4.2473,7.9248
7,-1.7406,2.9113,7.4484
8,-0.38307,4.2497,8.916
9,0.26815,5.035,9.4427
10,-0.47405,4.9488,8.3941
11,-1.3024,3.9696,8.9088
12,-1.0582,4.1779,8.7724
13,-0.18196,4.8195,9.2057
14,-1.1803,4.9321,8.0996
15,-1.2115,4.8339,7.6686
16,-1.4174,3.8834,8.5928
17,-1.3288,3.7206,10.575
18,-0.86431,3.5051,8.4228
19,-1.1349,4.6112,7.4962
20,-1.4581,3.9313,9.7995
21,-0.78769,2.4373,10.534
22,-0.82839,3.5578,10.853
23,0.067038,4.1108,9.8354
24,-0.45729,3.7661,9.4667
25,0.069432,3.8595,8.9878
26,0.019154,3.711,8.6598
27,0.31843,2.8635,8.7293
28,0.68235,3.0215,8.8705
29,2.5235,2.8706,8.8681
30,1.5107,1.1827,7.3191
31,2.5259,0.77572,5.7604
32,3.5243,-0.014365,4.2784
33,3.8331,-0.82361,4.8219
34,4.8626,-0.826,6.4189
35,4.1204,-2.3032,6.7109
36,3.4931,-3.7541,5.0206
37,7.3909,-3.9863,6.1627
38,10.671,-3.8427,6.7086
39,10.336,-4.8435,3.3351
40,14.202,-3.225,4.2497
41,15.876,-1.4581,4.0438
42,14.21,-1.6065,1.2689
43,15.388,-0.4142,1.4772
44,12.5,-2.1117,0
45,9.0525,-3.9241,0.97444
46,11.586,-3.0287,1.8579
47,11.339,-3.3184,-0.22027
48,5.4923,-4.8219,-2.9616
49,6.7014,-5.4612,4.0247
50,4.6112,-5.8442,0.69432
51,6.2824,-5.8012,1.2833
52,6.3231,-5.5067,1.3455
53,4.6136,-7.3502,1.8459
54,4.5777,-9.5337,2.909
55,10.281,-6.8474,3.4476
56,8.1499,-6.4021,-0.37828
57,6.8522,-6.7684,-0.60813
58,6.8019,-11.851,1.221
59,8.5545,-12.471,1.7358
60,2.1237,-7.7835,-0.49081
61,4.7764,-8.1068,0.011971
62,6.9384,-10.934,-0.50278
63,-0.1245,-8.0541,-1.7502
64,4.8602,-7.3167,1.1803
65,4.2641,-8.7724,-0.19393
66,3.5099,-8.7795,-0.99599
67,3.6272,-7.6974,1.3767
68,2.5666,-7.9895,-1.5107
69,-0.62489,-10.422,-1.2593
70,-0.4118,-3.2537,2.217
71,0.48602,-8.7269,-0.50997
72,-1.7837,-12.634,0.62489
73,-3.0095,-11.523,0.47405
74,-0.40941,-11.679,-0.10295
75,0.66798,-14.942,-0.21308
76,0.64643,-11.693,-0.047884
77,-2.6264,-9.9838,0.67038
78,-3.0981,-10.017,0.72784
79,-2.4565,-10.262,0.12689
80,-2.1093,-10.252,0.77093
81,-2.1668,-6.8283,2.8443
82,-1.6568,-9.3613,-0.04549
83,-0.92895,-10.649,1.0415
84,-0.577,-9.8043,1.2306
85,-1.2785,-9.9024,1.5203
86,-2.3272,-9.9383,-0.081403
87,-1.9369,-9.7803,-0.50278
88,-1.3168,-10.003,0.32082
89,-1.6041,-9.7588,0.52433
90,-1.063,-9.5265,-0.90261
91,0.4118,-10.137,0.58897
92,-1.2593,-9.9599,2.7318
93,-3.4165,-8.9591,0.60094
94,-3.3423,-9.3254,0.74699
95,-2.1021,-9.6965,1.889
96,-0.64165,-9.6103,1.2043
97,-1.3001,-9.9192,0.51475
98,-2.5235,-9.9407,0.31125
99,-2.4924,-9.7731,0.28012
100,-1.4772,-9.3829,0.88585
101,-1.1492,-9.5289,1.0606
102,-1.2761,-9.5553,0.68474
103,-1.9249,-9.596,0.50518
104,-2.0734,-9.7731,0.71826
105,-1.8124,-9.8569,0.78051
106,-0.99599,-9.6798,1.0127
107,-1.2617,-9.8737,0.9074
108,-1.7214,-9.5265,0.79009
109,-1.7119,-9.8474,0.40701
110,-1.2881,-9.7923,0.1652
111,-0.96008,-9.9216,-0.18914
112,-0.7015,-10.417,-0.98162
113,-0.4525,-10.7,-2.3774
114,-0.21548,-11.279,-2.6935
115,-0.29449,-12.206,-1.5874
116,-0.80924,-12.474,-2.7892
117,-0.66319,-12.74,-8.4467
118,0.71347,-14.933,-5.703
119,1.494,-15.773,-1.3815
120,3.3447,-10.015,-5.6264
121,1.1013,-7.501,-2.3942
122,-1.0894,-5.5641,-2.9377
123,-1.0606,-3.8762,-2.2673
124,-0.21548,-2.5402,-3.1388
125,-0.059855,-1.9321,-2.636
126,0.98402,-2.4804,-3.723
127,1.652,-2.8323,-5.2313
128,2.0854,-3.802,-6.8331
129,3.2729,-4.7669,-7.4484
130,3.1891,-6.7828,-8.9687
131,1.0415,-7.2616,-8.8274
132,3.5338,-16.02,-15.043
133,0.33758,-8.0709,-4.9225
134,-2.2553,-1.5131,-0.52194
135,-0.29688,-10.546,-4.1827
136,0.45969,-17.772,-2.6097
137,-0.29928,-10.664,-3.4429
138,0.59376,-8.1858,-0.72066
139,-0.30885,-11.995,0.093374
140,-1.9297,-13.587,-2.6073
141,0.89064,-13.226,-3.5027
142,1.4293,-10.606,-0.89064
143,2.727,-7.4172,1.063
