1,-0.22027,4.2258,8.1307
2,-1.2713,3.3686,7.7644
3,-1.6352,2.2601,9.8138
4,-0.093374,3.5937,10.4
5,0.31843,4.0749,8.2504
6,0.14126,4.2234,8.2169
7,-0.047884,3.5362,8.8346
8,-0.071826,3.146,9.9
9,-0.15323,3.5769,9.0333
10,-1.5682,1.5443,8.509
11,-0.18914,3.5793,7.6064
12,3.2561,5.7365,7.3454
13,1.1325,4.0941,8.4252
14,0.16999,3.0071,6.8809
15,0.076614,1.1181,8.6598
16,1.4892,3.7469,5.0135
17,2.2936,2.9832,8.521
18,3.5626,2.7246,8.0565
19,3.4884,1.3024,9.165
20,3.8786,3.1508,8.9232
21,5.1787,2.7509,8.521
22,4.7477,1.8196,9.1842
23,4.9847,1.0726,9.8641
24,7.3933,2.8036,9.3829
25,7.1108,0.56264,9.6079
26,5.5306,0.18435,9.3422
27,7.8195,1.5658,7.8937
28,7.4388,0.60094,7.039
29,7.3741,-0.28012,7.2784
30,6.043,-1.5874,7.2185
31,7.4484,-2.2314,6.9336
32,7.7285,-2.0255,4.2593
33,7.0485,-3.6871,3.8211
34,8.1163,-3.2896,1.7095
35,8.6431,-4.5011,3.2944
36,11.186,-3.5937,3.8595
37,10.989,-3.0742,1.1492
38,11.978,-2.0949,0.83318
39,11.744,-1.6113,-0.067038
40,11.823,-1.8794,-2.636
41,7.8075,-4.2736,-0.94092
42,7.173,-6.4715,2.1476
43,7.1515,-5.1691,-0.56982
44,8.9232,-3.6057,1.7693
45,5.3247,-6.5817,8.4779
46,6.5362,-5.8993,2.6025
47,8.5521,-5.205,1.6568
48,7.2832,-6.5146,2.5857
49,6.3183,-8.1116,4.2234
50,8.2121,-5.3032,1.3264
51,8.023,-5.1404,2.4373
52,5.9831,-5.0206,1.8579
53,5.7892,-7.0629,4.3742
54,7.0078,-5.3032,2.4062
55,7.288,-6.8043,0.59137
56,7.5872,-7.9488,2.2601
57,8.0373,-8.849,2.7414
58,9.56,-8.825,1.6592
59,2.5738,-5.351,0.079009
60,4.3622,-7.8003,-0.04549
61,0.040701,-11.188,0.35434
62,5.0446,-11.291,0.026336
63,5.6623,-9.3087,1.3216
64,3.9241,-9.7995,-0.52672
65,3.2561,-8.4491,1.5993
66,3.1077,-7.1323,-0.30885
67,1.743,-3.2872,-0.86431
68,0.51475,-11.38,0.33279
69,3.3639,-10.64,1.755
70,3.6464,-8.2935,-0.47405
71,0.42377,-6.5721,1.506
72,0.75178,-5.7341,-2.2865
73,-5.1882,-12.804,4.6926
74,-0.72305,-13.965,1.3431
75,4.0725,-15.057,-1.8555
76,2.8491,-12.203,1.5945
77,-2.1117,-10.609,1.7095
78,-3.7589,-10.235,1.7071
79,-2.3894,-11.095,1.0343
80,-1.6424,-10.563,1.1157
81,-0.26336,-6.8331,1.6879
82,-0.72066,-9.2129,1.4461
83,0.059855,-10.479,0.32801
84,-1.312,-9.6558,1.1708
85,-1.0175,-9.6798,0.52672
86,-1.1372,-10.125,1.1253
87,-1.0774,-9.6319,0.98641
88,-1.1468,-9.7157,1.0894
89,-1.3288,-9.6127,0.84994
90,-1.154,-9.7707,0.90261
91,-0.68474,-9.8354,0.85952
92,-0.28491,-10.013,1.1923
93,-0.65362,-9.7013,1.0343
94,-0.77333,-9.7851,0.96965
95,-0.79248,-9.7827,0.93613
96,-0.95529,-9.6055,1.1684
97,-0.97205,-9.7875,1.0223
98,-0.91937,-9.8402,1.0606
99,-1.1349,-9.7229,1.1947
100,-1.1372,-9.7324,0.92416
101,-0.99599,-9.7516,1.0606
102,-0.93853,-9.7731,0.96965
103,-0.67277,-9.8186,0.82121
104,-0.68953,-9.8138,0.97205
105,-0.80445,-9.7612,0.81882
106,-0.93374,-9.8138,0.86909
107,-0.9074,-9.5936,1.0223
108,-0.83558,-9.912,0.826
109,-1.0175,-9.7899,0.87149
110,-1.0319,-9.6462,1.1133
111,-1.0295,-9.7899,1.2139
112,-1.1061,-9.6798,1.2426
113,-1.0822,-9.7229,1.1827
114,-0.89543,-9.8066,1.2881
115,-0.92656,-9.7037,1.2402
116,-0.77333,-9.7971,1.1995
117,-0.92895,-9.8019,1.1325
118,-0.88346,-9.7612,1.1708
119,-0.71347,-9.7612,1.075
120,-0.81642,-9.7971,0.92656
121,-0.85473,-9.7683,1.0726
122,-0.84515,-9.7133,0.96486
123,-0.65601,-9.7803,0.97923
124,-0.60094,-9.7875,0.74699
125,-0.65122,-9.7659,1.1636
126,-0.94332,-9.8641,0.38547
127,-1.0774,-9.6415,0.89304
128,-1.008,-9.5888,0.94571
129,-0.87149,-9.8234,1.1037
